sequencialPrecedente,tipoPrecedente,numeroPrecedente,dataPrimeiraAfetacao,dataJulgamento,dataPublicacaoAcordao,situacao,informacoesComplementares,questaoSubmetidaAJulgamento,teseFirmada,anotacoesNUGEPNAC,delimitacaoJulgado,entendimentoAnterior,referenciaLegislativa,referenciaSumular,sumulaOriginada,audienciaPublica,dataAudienciaPublica,orgaoJulgador,Assuntos,numeroRepercussaoGeralSTF,descricaoRepercussaoGeral
1805,Controvérsia,34,,,,Cancelada,Situação alterada de pendente para cancelada em: 14/12/2017.Situação alterada de cancelada para pendente em: 6/04/2018.Situação alterada de pendente para cancelada em: 22/05/2018.,"Aplicação por analogia do artigo 12 da Lei nº 8.270/1991 para reconhecimento de adicional de insalubridade aos servidores públicos do Estado do Amapá, em decorrência de omissão legislativa local.",,"A situação da presente controvérsia foi alterada, em 26/03/2018, para Controvérsia pendente, em razão do despacho proferido no REsp 1.726.557/AP, em que o Presidente da Comissão Gestora de Precedentes determinou a distribuição do processo por prevenção à Ministra Relatora consoante a decisão de admissibilidade proferida pelo Vice-Presidente do TJAP, que selecionou novos representativos que, em tese, não possuem o mesmo óbice dos REsps 1.702.022/AP e 1.702.021/AP.REsps n. 1.702.022/AP, 1.702.021/AP, 1.726.557/AP, 1.724.280/AP - rejeição da condição de representativo da controvérsia - nos termos do art. 256-E, I, do RISTJ, que prevê hipótese de rejeição, de forma fundamentada, da indicação do recurso especial representativo da controvérsia devido à ausência dos pressupostos recursais genéricos ou específicos e ao não cumprimento dos requisitos regimentais (decisões publicadas nos DJEs de 11/12/2017, 14/12/2017, 06/04/2018 e 22/05/2018).",,,,,,,,S1,"9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO, 10219- Servidor Público Civil, 10288- Sistema Remuneratório e Benefícios, 10291- Adicional de Insalubridade",,
1808,Controvérsia,35,,,,Vinculada a Tema,Situação alterada de pendente para vinculada a tema em: 28/02/2018,Possibilidade de se atribuir interpretação extensiva ao art. 1.015 do Código de Processo Civil de 2015 para admitir-se o cabimento de agravo de instrumento da decisão que decide sobre competência ou questões do processo recuperacional.,Possibilidade de se atribuir interpretação extensiva ao art. 1.015 do Código de Processo Civil de 2015 para admitir-se o cabimento de agravo de instrumento da decisão que decide sobre competência ou questões do processo recuperacional.,Controvérsia vinculada ao TEMA 988/STJ (PRoAfR 6).,,,,,,,,S2,"899- DIREITO CIVIL, 10432- Coisas, 10444- Posse, 10100- Reintegração de Posse, 8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO, 8934- Valor da Causa",,
1809,Controvérsia,36,,,,Cancelada,Situação alterada de pendente para cancelada em: 28/05/2018,"Dispensa de reexame necessário para sentença ilíquida, cujo proveito econômico possui contornos de liquidez nos casos em que a quantia devida é aferível por simples cálculo aritmético.",,"A Primeira Seção, em votação eletrônica iniciada em 16/05/2018 e finalizada em 22/05/2018, deliberou, nos termos do voto do ministro Sérgio Kukina, não afetar, sob a sistemática dos recursos repetitivos, os processos vinculados à presente controvérsia à Primeira Seção (ProAfR 18) - decisão publicada no DJE de 27/06/2018, passando a presente controvérsia a situação de cancelada.Recursos selecionados pelo 1º vice-Presidente do Tribunal de Justiça do Estado do Rio Grande do Sul com indicação de possível revisão da tese fixada no Tema repetitivo 17/STJ.Os Recursos Especiais 1.706.064/RS, 1.709.201/RS e 1.704.427 tiveram a marcação de RRC retirada em razão do disposto no art. 256-G do RISTJ que prevê hipótese de rejeição presumida da condição de representativo da controvérsia quando ultrapassado o prazo de 60 dias úteis. ",,,,490,,,,S1,"9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO, 10219- Servidor Público Civil, 10337- Sistema Remuneratório e Benefícios, 10304- Auxílio-Alimentação",,
1841,Controvérsia,37,,,,Cancelada,Situação alterada de pendente para cancelada em: 08/03/2018,"Possibilidade ou não de alteração dos valores dos 'quintos' incorporados durante a vigência da Lei n. 7.596/87, em decorrência do exercício das Funções Comissionadas e Gratificadas estabelecidas pela Portaria n. 474/MEC, para os patamares estabelecidos pela Lei n. 8.168/91.",,"A situação da presente controvérsia foi alterada para cancelada em razão do disposto no art. 256-E, I, do RISTJ que prevê hipótese de rejeição, de forma fundamentada, da indicação do recurso especial representativo da controvérsia devido à ausência dos pressupostos recursais genéricos ou específicos e ao não cumprimento dos requisitos regimentais (decisão publicada no DJe de 09/03/2018).Vide TEMA 812/STJ",,,,,,,,S1,"9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO, 10288- Sistema Remuneratório e Benefícios, 10219- Servidor Público Civil, 10295- Gratificação Incorporada / Quintos e Décimos / VPNI",,
1861,Controvérsia,38,,,,Vinculada a Tema,Situação alterada de pendente para vinculada a tema em: 23/04/2018,"(Im)possibilidade de concessão de prisão domiciliar, como primeira opção, sem prévia observância dos parâmetros traçados no RE 641.320/RS.",,Controvérsia vinculada ao TEMA 993/STJ (ProAfR 13).,,,,,,,,S3,"1209- DIREITO PROCESSUAL PENAL, 10635- Progressão de Regime",,
1862,Controvérsia,39,,,,Cancelada,Situação alterada de pendente para cancelada em: 15/03/2018,Tipicidade da posse e/ou porte ilegal apenas de munição.,,"A situação da presente controvérsia foi alterada para cancelada em razão do disposto no art. 256-E, I, do RISTJ que prevê hipótese de rejeição, de forma fundamentada, da indicação do recurso especial representativo da controvérsia devido à ausência dos pressupostos recursais genéricos ou específicos e ao não cumprimento dos requisitos regimentais (decisões publicadas no DJe de 15/03/2018).",,,,,,,,S3,10612- Tipicidade,,
1863,Controvérsia,40,,,,Cancelada,Situação alterada de pendente para cancelada em: 09/03/2018,"Se a incorporação de parcela remuneratória, paga em razão do local de trabalho, viola o disposto no art. 1º, X, da Lei Federal n.º 9.717/98 e art. 24 da Lei Complementar n.º 101/2000, considerando não ter havido incidência de contribuição previdenciária e consequente fonte de custeio para este tipo de parcela salarial.",,"A situação da presente controvérsia foi alterada para cancelada em razão do disposto no art. 256-E, I, do RISTJ que prevê hipótese de rejeição, de forma fundamentada, da indicação do recurso especial representativo da controvérsia devido à ausência dos pressupostos recursais genéricos ou específicos e ao não cumprimento dos requisitos regimentais (decisões publicadas no DJe de 09/03/2018).",,,,,,,,S1,"9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO, 10324- Militar, 10342- Reajuste de Remuneração, Soldo, Proventos ou Pensão",,
1864,Controvérsia,41,,,,Vinculada a Tema,Situação alterada de pendente para vinculada a tema em: 23/03/2018,"Se é ou não necessária a apreensão e perícia da arma de fogo para a incidência da majorante do art. 157, § 2º, I, do Código Penal.",,Controvérsia vinculada ao TEMA 991/STJ (ProAfR 10).,,,,,,,,S3,"287- DIREITO PENAL, 9678- Roubo (art. 157)",,
1902,Controvérsia,42,,,,Cancelada,Situação alterada de pendente para cancelada em: 10/8/2018,"Discussão sobre:a) o encargo de 10% do valor do crédito inscrito em dívida ativa previsto no art. 42, §§ 1° e 2° da Lei Complementar n.° 4/94, não perde a natureza de encargo pelo fato de, após arrecadado pelo titular (ente público), ser destinado aos advogados públicos do Distrito Federal.b) o encargo do art. 42 da CTDF, executado em conjunto com o crédito tributário pelo rito das execuções fiscais, nos termos do art. 39, § 4° da Lei 4.320/64 e do art. 2°, §§ 1° e 2° da LEF, ainda que não tenha natureza tributária é receita pública que pode ser inscrita em dívida ativa.c) a Vara de Execuções Fiscais do DF é competente para execução da totalidade do encargo de 10% previsto no art. 42, § 2°, do CTDF.",,"Tema em IRDR n. 01/TJDFT (IRDR 2016.00.2.013471-4/DF) - REsp em IRDRA situação da presente controvérsia foi alterada para cancelada em razão do disposto no art. 256-E, I, do RISTJ que prevê hipótese de rejeição, de forma fundamentada, da indicação do recurso especial representativo da controvérsia devido à ausência dos pressupostos recursais genéricos ou específicos e ao não cumprimento dos requisitos regimentais (decisão publicada no DJe de 10/08/2018).",,,,,,,,S1,"6017- Dívida Ativa (Execução Fiscal), 8828- Jurisdição e Competência",,
1941,Controvérsia,43,,,,Vinculada a Tema,Situação alterada de pendente para vinculada a tema em: 18/05/2018,Alcance da aplicação da tese firmada no TEMA n. 118/STJ,,"Aplicação, revisão ou distinção do Tema n. 118/STJ.Controvérsia vinculada ao TEMA 118/STJ (tese firmada: ""É necessária a efetiva comprovação do recolhimento feito a maior ou indevidamente para fins de declaração do direito à compensação tributária em sede de mandado de segurança"".) - (ProAfR 14).",,,,,,,,S1,"5990- Extinção do Crédito Tributário, 5994- Compensação, 14- DIREITO TRIBUTÁRIO",,
1961,Controvérsia,44,,,,Cancelada,Situação alterada de pendente para cancelada em: 17/09/2018,"Contagem do prazo prescricional de execução de sentença contra a Fazenda Pública, quando existentes demora no cumprimento de atos processuais e a possível distinção com o Tema repetitivo 880/STJ (REsp n. 1.336.026/PE).",,"Aplicação, revisão ou distinção do Tema n. 880/STJ.A situação da presente controvérsia foi alterada para cancelada em razão das decisões monocráticas nos REsps 1.726.120/RS, 1.725.136/RS, 1725.117/RS e 1.725.081/RS, 1.725.116/RS, 1.715.825/RS, 1.725.124/RS, 1.725.147/RS, 1.725.118/RS e 1.715.968/RS  (DJe de 06/08/2018, 07/08/2018, 08/08/2018, 13/08/2018, 14/08/2018, 17/08/2018 e 17/09/2018) de rejeição expressa, pelo Ministro relator Og Fernandes, com a modulação dos efeitos decorrentes dos comandos do acórdão proferido no REsp n. 1.336.026/PE (Tema 880/STJ), com a aplicação da tese firmada pela Primeira Seção.Vide TEMA 880/STJ (tese firmada: ""A partir da vigência da Lei n. 10.444/2002, que incluiu o § 1º ao art. 604, dispositivo que foi sucedido, conforme Lei n. 11.232/2005, pelo art. 475-B, §§ 1º e 2º, todos do CPC/1973, não é mais imprescindível, para acertamento da conta exequenda, a juntada de documentos pela parte executada, ainda que esteja pendente de envio eventual documentação requisitada pelo juízo ao devedor, que não tenha havido dita requisição, por qualquer motivo, ou mesmo que a documentação tenha sido encaminhada de forma incompleta pelo executado. Assim, sob a égide do diploma legal citado e para as decisões transitadas em julgado sob a vigência do CPC/1973, a demora, independentemente do seu motivo, para juntada das fichas financeiras ou outros documentos correlatos aos autos da execução, ainda que sob a responsabilidade do devedor ente público, não obsta o transcurso do lapso prescricional executório, nos termos da Súmula 150/STF"".).",,,,,,N,,S1,"9148- Liquidação / Cumprimento / Execução, 5632- Prescrição e Decadência, 8893- Atos Processuais",,
1962,Controvérsia,45,,,,Vinculada a Tema,Situação alterada de pendente para vinculada a tema em: 22/08/2018,"Possibilidade de reafirmação da DER (data de entrada do requerimento administrativo) mediante o cômputo de tempo de contribuição posterior ao ajuizamento da ação, para fins de implementação dos requisitos necessários à concessão de benefício previdenciário.",,"Controvérsia vinculada ao TEMA 995/STJ (Possibilidade de se considerar o tempo de contribuição posterior ao ajuizamento da ação, reafirmando-se a data de entrada do requerimento-DER- para o momento deimplementação dos requisitos necessários à concessão de benefício previdenciário: (I) aplicação do artigo 493 do CPC/2015 (artigo 462 do CPC/1973); (II) delimitação do momento processual oportuno para se requerer a reafirmação da DER, bem assim para apresentar provas ou requerer a sua produção.) - (ProAfR 19).O REsp 1727062/SP, em razão do disposto no art. 256-E, I, do RISTJ que prevê hipótese de rejeição, de forma fundamentada, teve sua indicação como recurso especial representativo da controvérsia rejeita devido à ausência dos pressupostos recursais genéricos ou específicos e ao não cumprimento dos requisitos regimentais (decisão publicada no DJe de 14/08/2018).",,,,,,,,S1,"6094- Benefícios em Espécie, 6118- Aposentadoria por Tempo de Contribuição (Art. 55/6)",,
1981,Controvérsia,46,,,,Cancelada,Situação alterada de pendente para cancelada em: 15/8/2018.,"Ocorrência ou não de litispendência em ação ajuizada por sindicato que expressamente indicou na petição inicial o nome dos substituídos, cujo pedido já foi julgado procedente em outra ação também ajuizada pelo sindicato em favor de substituídos diversos daqueles listados na inicial da segunda ação.",,A situação da presente controvérsia foi alterada para cancelada em razão do disposto no art. 256-G do RISTJ que prevê hipótese de rejeição presumida da condição de representativo da controvérsia quando ultrapassado o prazo de 60 dias úteis.,,,,,,,,S1,"8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO, 8842- Partes e Procuradores, 8867- Substituição Processual, 8942- Extinção do Processo Sem Resolução de Mérito",,
1982,Controvérsia,47,,,,Vinculada a Tema,Situação alterada de pendente para vinculada a tema em: 18/09/2018,"Teses fixadas pelo TJSP no julgamento do IRDR e que foram impugnadas pelo recurso especial:Tema n. 2 Na aquisição de unidades autônomas futuras, financiadas na forma associativa, o contrato deverá estabelecer de forma expressa, clara e inteligível o prazo certo para a formação do grupo de adquirentes e para a entrega do imóvel.Tema n. 5 O atraso da prestação de entrega de imóvel objeto de compromisso de compra e venda gera obrigação da alienante indenizar o adquirente pela privação injusta do uso do bem. O uso será obtido economicamente pela medida de um aluguel, que pode ser calculado em percentual sobre o valor atualizado do contrato, correspondente ao que deixou de receber, ou teve de pagar para fazer uso de imóvel semelhante, com termo final na data da disponibilização da posse direta ao adquirente da unidade autônoma já regularizada.Tema 6 - É ilícito o repasse dos ""juros de obra"", ou ""juros de evolução da obra"", ou ""taxa de evolução da obra"", ou outros encargos equivalentes após o prazo ajustado no contrato para entrega das chaves da unidade autônoma, incluído período de tolerância.Tema 8 - O descumprimento do prazo de entrega de imóvel objeto de compromisso de venda e compra, computado o período de tolerância, não faz cessar a incidência de correção monetária, mas tão somente dos juros e da multa contratual sobre o saldo devedor. Devem ser substituídos indexadores setoriais, que refletem a variação do custo da construção civil, por outros indexadores gerais, salvo quando estes últimos forem mais gravosos ao consumidor.",,Tema em IRDR n. 4/TJSP (IRDR 0023203-35.2016.8.26.0000/SP) REsp em IRDRControvérsia vinculada ao TEMA 996/STJ (ProAfR 20),,,,,,,,S2,"1156- DIREITO DO CONSUMIDOR, 7681- Obrigações, 9580- Espécies de Contratos, 9587- Compra e Venda, 9606- Compromisso",,
